,MZ,date,week,status,1_week_ago,2_week_ago,3_week_ago,4_week_ago,5_week_ago,6_week_ago,7_week_ago,8_week_ago
445,111,2019-02-19,8,1,3,3,3,3,3,3,3,3
446,31,2019-02-19,8,1,1,1,3,3,4,4,4,4
447,25,2019-02-19,8,1,1,1,2,2,2,2,2,2
448,70,2019-02-19,8,1,1,1,1,1,1,1,1,1
449,103,2019-02-19,8,1,1,1,1,1,1,1,1,1
450,114,2019-02-19,8,1,2,2,3,3,4,4,4,4
451,215-1,2019-02-21,8,0,0,0,0,0,0,0,0,0
452,216,2019-02-21,8,0,0,0,0,0,0,0,0,0
453,216-1,2019-02-21,8,0,0,0,0,0,0,0,0,0
454,217,2019-02-21,8,0,0,0,0,0,0,0,0,0
455,33,2019-02-21,8,0,0,0,0,0,1,1,1,1
456,32,2019-02-21,8,0,1,1,1,1,2,2,2,2
457,31-1,2019-02-21,8,0,1,1,1,2,2,3,3,3
458,215,2019-02-21,8,0,0,0,0,0,0,0,0,0
459,23,2019-02-21,8,0,0,0,0,0,0,0,0,0
460,29,2019-02-21,8,0,0,0,0,0,0,1,1,1
461,28,2019-02-21,8,0,1,1,1,1,2,3,3,3
462,26,2019-02-21,8,0,2,2,2,3,3,4,4,4
463,24,2019-02-21,8,0,1,1,1,1,1,2,2,2
464,221,2019-02-21,8,0,0,0,0,0,0,0,0,0
465,220,2019-02-21,8,0,0,0,0,0,0,0,0,0
466,214-1,2019-02-21,8,0,0,0,0,0,0,0,0,0
467,22,2019-02-21,8,0,1,1,1,1,1,1,1,1
468,30,2019-02-21,8,0,0,0,0,0,0,1,1,1
469,214,2019-02-21,8,0,0,0,0,0,0,0,0,0
470,209,2019-02-21,8,0,0,0,0,0,0,0,0,0
471,212,2019-02-21,8,0,0,0,0,0,0,0,0,0
472,218,2019-02-21,8,0,0,0,0,0,0,0,0,0
473,203,2019-02-21,8,0,0,0,0,0,0,0,0,0
474,204,2019-02-21,8,0,0,0,0,0,0,0,0,0
475,204-1,2019-02-21,8,0,0,0,0,0,0,0,0,0
476,205,2019-02-21,8,0,0,0,0,0,0,0,0,0
477,205-1,2019-02-21,8,0,0,0,0,0,0,0,0,0
478,206,2019-02-21,8,0,0,0,0,0,0,0,0,0
479,207,2019-02-21,8,0,0,0,0,0,0,0,0,0
480,213,2019-02-21,8,0,0,0,0,0,0,0,0,0
481,208,2019-02-21,8,0,0,0,0,0,0,0,0,0
482,21,2019-02-21,8,0,1,1,1,1,1,1,1,1
483,210,2019-02-21,8,0,0,0,0,0,0,0,0,0
484,210-1,2019-02-21,8,0,0,0,0,0,0,0,0,0
485,210-2,2019-02-21,8,0,0,0,0,0,0,0,0,0
486,210-3,2019-02-21,8,0,0,0,0,0,0,0,0,0
487,210-4,2019-02-21,8,0,0,0,0,0,0,0,0,0
488,210-5,2019-02-21,8,0,0,0,0,0,0,0,0,0
489,211,2019-02-21,8,0,0,0,0,0,0,0,0,0
490,209-1,2019-02-21,8,0,0,0,0,0,0,0,0,0
491,219,2019-02-21,8,0,0,0,0,0,0,0,0,0
492,37,2019-02-21,8,0,0,0,0,0,0,0,0,0
493,34,2019-02-21,8,0,0,0,0,0,2,3,3,3
494,59,2019-02-21,8,0,2,2,3,4,4,4,4,4
495,58,2019-02-21,8,0,2,2,3,4,4,4,4,4
496,57,2019-02-21,8,0,1,1,2,3,3,3,3,3
497,54,2019-02-21,8,0,1,1,2,2,3,3,3,3
498,53,2019-02-21,8,0,0,0,0,1,1,1,1,1
499,52,2019-02-21,8,0,1,1,2,5,6,6,6,6
500,50,2019-02-21,8,0,0,0,0,0,3,3,3,3
501,49,2019-02-21,8,0,1,1,1,2,4,4,4,4
502,48,2019-02-21,8,0,0,0,0,2,4,4,4,4
503,47,2019-02-21,8,0,0,0,0,4,6,6,6,6
504,46,2019-02-21,8,0,0,0,0,0,4,4,4,4
505,45,2019-02-21,8,0,0,0,0,2,4,4,4,4
506,44,2019-02-21,8,0,0,0,0,2,4,4,4,4
507,43,2019-02-21,8,0,0,0,0,3,4,4,4,4
508,42,2019-02-21,8,0,0,0,0,1,2,2,2,2
509,41,2019-02-21,8,0,0,0,0,1,4,4,4,4
510,40,2019-02-21,8,0,0,0,0,0,2,2,2,2
511,39,2019-02-21,8,0,0,0,0,0,3,3,3,3
512,38,2019-02-21,8,0,0,0,0,1,1,1,1,1
513,60,2019-02-21,8,0,1,1,2,2,2,2,2,2
514,36,2019-02-21,8,0,1,1,1,3,3,4,4,4
515,35,2019-02-21,8,0,0,0,0,0,0,0,0,0
516,55,2019-02-26,9,1,1,2,2,2,3,4,4,4
517,51,2019-02-27,9,1,1,2,2,2,3,5,5,5
518,79,2019-02-28,9,0,0,0,0,0,0,0,0,1
519,86,2019-02-28,9,0,0,0,1,1,1,2,2,2
520,87,2019-02-28,9,0,0,0,0,1,1,2,2,2
521,89,2019-02-28,9,0,0,0,0,1,1,2,2,2
522,90,2019-02-28,9,0,0,0,1,1,1,2,2,2
523,91,2019-02-28,9,0,0,0,0,1,1,2,2,2
524,92,2019-02-28,9,0,0,0,0,0,0,0,0,0
525,93,2019-02-28,9,0,0,0,0,0,0,0,0,1
526,95,2019-02-28,9,0,0,1,1,1,1,2,2,3
527,84,2019-02-28,9,0,0,0,0,1,1,2,2,2
528,96,2019-02-28,9,0,0,0,0,0,0,1,1,2
529,97,2019-02-28,9,0,0,0,1,1,1,2,2,3
530,98,2019-02-28,9,0,0,0,1,1,1,1,1,1
531,98-1,2019-02-28,9,0,0,0,0,0,0,0,0,0
532,98-2,2019-02-28,9,0,0,0,0,0,0,0,0,0
533,99,2019-02-28,9,0,0,0,1,1,1,2,2,3
534,93-1,2019-02-28,9,0,0,0,0,0,0,0,0,0
535,80,2019-02-28,9,0,0,0,0,0,0,0,0,2
536,83,2019-02-28,9,0,0,0,0,1,1,2,2,2
537,61-1,2019-02-28,9,0,0,0,0,0,0,1,1,1
538,78,2019-02-28,9,0,0,0,0,0,0,0,0,0
539,77,2019-02-28,9,0,0,0,0,0,0,0,0,0
540,76,2019-02-28,9,0,0,0,0,0,0,0,0,0
541,75,2019-02-28,9,0,0,0,0,0,0,0,0,0
542,74,2019-02-28,9,0,0,0,0,0,0,0,0,0
543,73,2019-02-28,9,0,0,1,1,1,1,1,1,1
544,72,2019-02-28,9,0,0,1,1,1,1,1,1,1
545,81,2019-02-28,9,0,0,0,1,1,1,2,2,2
546,69,2019-02-28,9,0,0,1,1,1,1,1,1,1
547,68,2019-02-28,9,0,0,0,0,0,0,0,0,0
548,67,2019-02-28,9,0,0,1,1,1,1,1,1,1
549,66-1,2019-02-28,9,0,0,1,1,2,2,3,3,3
550,66,2019-02-28,9,0,0,0,0,0,0,1,1,1
551,65,2019-02-28,9,0,0,1,2,3,3,5,5,5
552,64,2019-02-28,9,0,0,1,1,1,1,2,2,2
553,63,2019-02-28,9,0,0,1,1,2,2,3,3,3
554,62,2019-02-28,9,0,0,1,1,2,2,2,2,2
555,82,2019-02-28,9,0,0,0,0,0,0,0,0,0
556,71,2019-02-28,9,0,0,1,1,1,1,1,1,3
557,95-1,2019-02-28,9,0,0,1,1,1,1,2,2,4
558,04,2019-03-04,10,1,1,1,1,2,2,2,2,2
559,171,2019-03-04,10,1,1,1,1,1,2,3,3,4
560,96,2019-03-04,10,1,1,1,1,1,1,2,2,3
561,04,2019-03-05,10,1,2,2,2,2,3,3,3,3
562,122-1,2019-03-08,10,0,0,0,1,1,1,1,2,2
563,12,2019-03-08,10,0,0,0,0,1,2,2,2,2
564,119,2019-03-08,10,0,0,0,0,0,0,1,1,1
565,117-1,2019-03-08,10,0,0,0,1,1,1,3,4,4
566,117,2019-03-08,10,0,0,0,1,1,1,3,4,4
567,124,2019-03-08,10,0,0,0,0,0,0,0,0,0
568,114,2019-03-08,10,0,0,0,2,2,2,3,4,4
569,113,2019-03-08,10,0,0,0,1,1,1,1,2,2
570,112,2019-03-08,10,0,0,0,0,0,0,0,0,0
571,111,2019-03-08,10,0,0,0,3,3,3,3,3,3
572,110-1,2019-03-08,10,0,0,0,1,2,2,2,2,2
573,109,2019-03-08,10,0,0,0,2,2,2,2,3,3
574,116,2019-03-08,10,0,0,0,0,0,0,1,1,1
575,03-1,2019-03-08,10,0,2,2,2,2,2,2,2,2
576,01,2019-03-08,10,0,0,0,0,0,0,0,0,0
577,108,2019-03-08,10,0,0,0,0,0,0,0,0,0
578,107,2019-03-08,10,0,0,0,1,1,1,1,1,1
579,106,2019-03-08,10,0,0,0,1,2,2,2,2,2
580,104,2019-03-08,10,0,0,0,1,1,1,1,1,1
581,102,2019-03-08,10,0,0,0,0,1,1,1,1,1
582,101,2019-03-08,10,0,1,1,1,2,2,2,3,3
583,10,2019-03-08,10,0,0,0,0,1,1,1,1,1
584,09-1,2019-03-08,10,0,0,0,0,0,0,0,0,0
585,09,2019-03-08,10,0,0,0,0,0,0,0,0,0
586,06,2019-03-08,10,0,0,0,0,0,1,1,1,1
587,05,2019-03-08,10,0,2,2,2,2,2,2,2,2
588,110,2019-03-08,10,0,0,0,3,3,3,3,4,4
589,03,2019-03-08,10,0,0,0,0,0,0,0,0,0
590,02-1,2019-03-08,10,0,2,2,2,2,2,2,2,2
591,02,2019-03-08,10,0,2,2,2,2,2,2,2,2
592,124-1,2019-03-08,10,0,0,0,1,1,1,1,1,1
593,124-2,2019-03-08,10,0,0,0,0,0,0,0,0,0
594,123,2019-03-08,10,0,0,0,2,2,2,2,4,4
595,126,2019-03-08,10,0,0,0,0,0,0,0,0,0
596,139,2019-03-08,10,0,0,0,0,0,0,0,0,0
597,139-1,2019-03-08,10,0,0,0,0,0,0,0,0,0
598,139-2,2019-03-08,10,0,0,0,0,0,0,0,0,0
599,140,2019-03-08,10,0,0,1,1,1,1,1,2,2
600,141,2019-03-08,10,0,0,0,0,0,0,0,1,1
601,142,2019-03-08,10,0,0,0,0,0,0,1,1,1
602,138,2019-03-08,10,0,0,0,0,0,0,0,0,0
603,144,2019-03-08,10,0,0,0,0,1,1,1,2,2
604,146,2019-03-08,10,0,0,0,0,0,1,1,3,3
605,147,2019-03-08,10,0,0,0,0,0,0,0,0,0
606,148,2019-03-08,10,0,0,0,0,0,0,2,3,3
607,15,2019-03-08,10,0,0,0,0,0,0,0,0,0
608,150,2019-03-08,10,0,0,0,0,0,0,0,1,1
609,151,2019-03-08,10,0,0,0,0,1,1,1,1,1
610,145,2019-03-08,10,0,0,0,0,0,1,1,3,3
611,125,2019-03-08,10,0,0,0,0,0,0,0,0,0
612,137,2019-03-08,10,0,0,0,0,0,0,0,0,0
613,132,2019-03-08,10,0,0,0,0,0,0,0,0,0
614,127,2019-03-08,10,0,0,0,0,0,0,0,0,0
615,128,2019-03-08,10,0,0,0,0,0,0,0,0,0
616,129,2019-03-08,10,0,0,0,0,0,0,0,0,0
617,13,2019-03-08,10,0,0,0,0,1,1,1,1,1
618,130,2019-03-08,10,0,0,0,0,0,0,0,0,0
619,131,2019-03-08,10,0,0,0,0,0,0,0,0,0
620,136,2019-03-08,10,0,0,0,0,0,0,0,0,0
621,133,2019-03-08,10,0,0,0,0,0,0,0,0,0
622,11,2019-03-08,10,0,0,0,0,1,1,1,1,1
623,134-1,2019-03-08,10,0,0,0,0,0,0,0,0,0
624,134-2,2019-03-08,10,0,0,0,0,0,0,0,0,0
625,135,2019-03-08,10,0,0,0,0,0,0,0,0,0
626,134,2019-03-08,10,0,0,0,0,0,0,0,0,0
627,14,2019-03-11,11,1,1,1,1,1,2,2,2,2
628,08,2019-03-11,11,1,2,2,2,2,3,3,3,3
629,103,2019-03-12,11,1,1,1,2,2,2,2,2,2
630,07,2019-03-13,11,1,2,2,2,2,2,3,3,3
631,20,2019-03-13,11,1,2,2,2,2,2,2,3,3
632,118,2019-03-13,11,1,1,1,1,2,2,2,2,2
633,162,2019-03-15,11,0,0,1,1,1,1,2,2,2
634,161,2019-03-15,11,0,0,0,0,0,1,1,1,2
635,160,2019-03-15,11,0,0,0,0,0,0,0,0,0
636,16,2019-03-15,11,0,0,0,0,0,0,0,0,0
637,179,2019-03-15,11,0,0,0,0,0,0,1,2,2
638,163,2019-03-15,11,0,0,1,1,1,1,1,1,1
639,188,2019-03-15,11,0,0,0,0,0,0,0,0,0
640,189,2019-03-15,11,0,0,0,0,0,0,0,0,0
641,19,2019-03-15,11,0,1,1,1,2,2,2,2,2
642,190,2019-03-15,11,0,0,0,0,0,0,0,0,0
643,191,2019-03-15,11,0,0,0,0,0,0,0,0,0
644,192,2019-03-15,11,0,0,0,0,0,0,0,0,0
645,192-1,2019-03-15,11,0,0,0,0,0,0,0,0,0
646,193,2019-03-15,11,0,0,0,0,0,0,0,0,0
647,194,2019-03-15,11,0,0,0,0,0,0,0,0,0
648,195,2019-03-15,11,0,0,0,0,0,0,0,0,0
649,187,2019-03-15,11,0,0,0,0,0,0,0,0,0
650,196,2019-03-15,11,0,0,0,0,0,0,0,0,0
651,198,2019-03-15,11,0,0,0,0,0,0,0,0,0
652,199,2019-03-15,11,0,0,0,0,0,0,0,0,0
653,200,2019-03-15,11,0,0,0,0,0,0,0,0,0
654,201,2019-03-15,11,0,0,0,0,0,0,0,0,0
655,202,2019-03-15,11,0,0,0,0,0,0,0,0,0
656,203,2019-03-15,11,0,0,0,0,0,0,0,0,0
657,204,2019-03-15,11,0,0,0,0,0,0,0,0,0
658,204-1,2019-03-15,11,0,0,0,0,0,0,0,0,0
659,205,2019-03-15,11,0,0,0,0,0,0,0,0,0
660,205-1,2019-03-15,11,0,0,0,0,0,0,0,0,0
661,197,2019-03-15,11,0,0,0,0,0,0,0,0,0
662,186-2,2019-03-15,11,0,0,0,0,0,0,0,0,0
663,186-1,2019-03-15,11,0,0,0,0,0,0,0,0,0
664,186,2019-03-15,11,0,0,0,0,0,0,0,0,0
665,163-1,2019-03-15,11,0,0,0,0,0,0,1,1,1
666,164,2019-03-15,11,0,0,0,0,0,0,0,0,0
667,165,2019-03-15,11,0,0,0,0,0,0,0,0,0
668,166,2019-03-15,11,0,0,0,0,0,0,1,3,3
669,166-1,2019-03-15,11,0,0,0,0,0,0,0,0,0
670,167,2019-03-15,11,0,0,0,0,0,0,1,2,2
671,168,2019-03-15,11,0,0,0,0,0,0,1,1,1
672,169,2019-03-15,11,0,0,0,0,0,0,0,0,1
673,17,2019-03-15,11,0,0,0,0,0,0,0,0,0
674,172,2019-03-15,11,0,0,0,0,0,0,0,0,0
675,173,2019-03-15,11,0,0,0,0,0,0,0,0,0
676,174,2019-03-15,11,0,1,1,1,1,1,2,2,2
677,175,2019-03-15,11,0,0,0,0,0,0,2,2,2
678,176,2019-03-15,11,0,0,0,0,0,0,0,0,0
679,177,2019-03-15,11,0,0,0,0,0,0,1,1,1
680,18,2019-03-15,11,0,1,1,1,1,2,2,2,2
681,180,2019-03-15,11,0,0,1,1,1,1,2,3,3
682,181,2019-03-15,11,0,1,1,1,1,1,2,2,2
683,182,2019-03-15,11,0,0,0,0,0,0,1,1,1
684,183,2019-03-15,11,0,0,0,0,0,0,1,1,1
685,184,2019-03-15,11,0,0,0,0,0,0,1,1,1
686,185,2019-03-15,11,0,0,0,0,0,0,1,1,1
687,185-1,2019-03-15,11,0,0,0,0,0,0,1,1,1
688,159,2019-03-15,11,0,0,0,0,0,0,0,1,1
689,157,2019-03-15,11,0,0,0,0,1,1,1,4,4
690,166-2,2019-03-15,11,0,0,0,0,0,0,0,0,0
691,156-1,2019-03-15,11,0,0,0,0,0,0,0,0,1
692,156,2019-03-15,11,0,0,0,0,0,0,1,1,1
693,155,2019-03-15,11,0,0,0,0,0,0,1,1,1
694,154,2019-03-15,11,0,0,0,0,0,0,2,2,3
695,153,2019-03-15,11,0,0,0,0,0,1,3,3,4
696,152,2019-03-15,11,0,0,0,0,0,1,2,2,2
697,156-2,2019-03-15,11,0,0,0,0,0,0,0,0,0
698,118,2019-03-18,12,1,2,2,2,3,3,3,3,3
699,122,2019-03-18,12,1,1,1,1,3,3,3,3,3
700,120,2019-03-18,12,1,1,1,1,1,1,1,2,2
701,170,2019-03-18,12,1,1,2,2,2,2,2,3,4
702,143,2019-03-18,12,1,1,1,1,1,1,1,1,1
703,149,2019-03-19,12,1,2,2,2,2,2,2,3,3
704,40,2019-03-19,12,1,2,2,2,2,2,2,2,2
705,41,2019-03-19,12,1,2,2,2,2,2,2,2,3
706,158,2019-03-19,12,1,2,2,2,2,2,3,5,5
707,33,2019-03-19,12,1,2,2,2,2,2,2,2,2
708,99,2019-03-19,12,1,1,1,2,2,3,3,3,3
709,115,2019-03-19,12,1,3,3,3,3,3,3,3,3
710,105,2019-03-19,12,1,1,1,1,1,2,2,2,2
711,100,2019-03-19,12,1,2,2,2,2,2,2,2,2
712,28,2019-03-19,12,1,2,2,2,2,3,3,3,3
713,34,2019-03-22,12,0,2,2,2,2,2,2,2,2
714,32,2019-03-22,12,0,1,1,1,1,2,2,2,2
715,31-1,2019-03-22,12,0,0,0,0,0,1,1,1,2
716,31,2019-03-22,12,0,0,0,0,0,1,1,1,3
717,30,2019-03-22,12,0,0,0,0,0,0,0,0,0
718,29,2019-03-22,12,0,1,1,1,1,1,1,1,1
719,27,2019-03-22,12,0,1,1,1,1,2,2,2,2
720,26,2019-03-22,12,0,0,1,1,1,3,3,3,4
721,25,2019-03-22,12,0,0,0,0,0,1,1,1,2
722,24,2019-03-22,12,0,0,0,0,0,1,1,1,1
723,221,2019-03-22,12,0,0,0,0,0,0,0,0,0
724,220,2019-03-22,12,0,0,0,0,0,0,0,0,0
725,22,2019-03-22,12,0,0,0,0,0,1,1,1,1
726,219,2019-03-22,12,0,0,0,0,0,0,0,0,0
727,218,2019-03-22,12,0,0,0,0,0,0,0,0,0
728,217,2019-03-22,12,0,0,0,0,0,0,0,0,0
729,214-1,2019-03-22,12,0,0,0,0,0,0,0,0,0
730,216,2019-03-22,12,0,0,0,0,0,0,0,0,0
731,215-1,2019-03-22,12,0,0,0,0,0,0,0,0,0
732,35,2019-03-22,12,0,1,1,1,1,1,1,1,1
733,215,2019-03-22,12,0,0,0,0,0,0,0,0,0
734,23,2019-03-22,12,0,1,1,1,1,1,1,1,1
735,36,2019-03-22,12,0,0,0,0,0,1,1,1,3
736,51,2019-03-22,12,0,0,0,0,1,2,2,2,3
737,38,2019-03-22,12,0,0,0,0,0,0,0,0,1
738,65,2019-03-22,12,0,0,0,0,0,1,2,3,3
739,64,2019-03-22,12,0,0,1,1,1,2,2,2,2
740,63,2019-03-22,12,0,0,0,0,0,1,1,2,2
741,62,2019-03-22,12,0,0,0,0,0,1,1,2,2
742,61-1,2019-03-22,12,0,0,0,0,0,0,0,0,0
743,61,2019-03-22,12,0,0,0,0,0,1,1,2,2
744,60,2019-03-22,12,0,0,0,0,0,1,1,2,2
745,59,2019-03-22,12,0,1,1,1,1,3,3,4,5
746,58,2019-03-22,12,0,0,0,0,0,2,2,3,4
747,57,2019-03-22,12,0,0,0,0,1,2,2,3,4
748,56,2019-03-22,12,0,1,2,2,4,5,5,5,5
749,55,2019-03-22,12,0,0,0,0,1,2,2,2,3
750,54,2019-03-22,12,0,0,0,0,1,2,2,3,3
751,53,2019-03-22,12,0,0,0,0,0,0,0,0,1
752,214,2019-03-22,12,0,0,0,0,0,0,0,0,0
753,50,2019-03-22,12,0,1,1,1,3,3,3,3,3
754,49,2019-03-22,12,0,0,0,0,0,1,1,1,2
755,47,2019-03-22,12,0,0,0,0,0,0,0,0,4
756,46,2019-03-22,12,0,2,2,2,2,2,2,2,2
757,45,2019-03-22,12,0,0,0,0,0,0,0,0,2
758,44,2019-03-22,12,0,0,0,0,0,0,0,0,2
759,43,2019-03-22,12,0,0,0,0,0,0,0,0,3
760,39,2019-03-22,12,0,2,2,2,2,2,2,2,2
761,37,2019-03-22,12,0,0,0,0,0,0,0,0,0
762,213,2019-03-22,12,0,0,0,0,0,0,0,0,0
763,216-1,2019-03-22,12,0,0,0,0,0,0,0,0,0
764,211,2019-03-22,12,0,0,0,0,0,0,0,0,0
765,206,2019-03-22,12,0,0,0,0,0,0,0,0,0
766,207,2019-03-22,12,0,0,0,0,0,0,0,0,0
767,208,2019-03-22,12,0,0,0,0,0,0,0,0,0
768,212,2019-03-22,12,0,0,0,0,0,0,0,0,0
769,209-1,2019-03-22,12,0,0,0,0,0,0,0,0,0
770,21,2019-03-22,12,0,0,0,0,0,1,1,1,1
771,209,2019-03-22,12,0,0,0,0,0,0,0,0,0
772,210-1,2019-03-22,12,0,0,0,0,0,0,0,0,0
773,210-2,2019-03-22,12,0,0,0,0,0,0,0,0,0
774,210-3,2019-03-22,12,0,0,0,0,0,0,0,0,0
775,210-4,2019-03-22,12,0,0,0,0,0,0,0,0,0
776,210-5,2019-03-22,12,0,0,0,0,0,0,0,0,0
777,210,2019-03-22,12,0,0,0,0,0,0,0,0,0
778,04,2019-03-25,13,1,1,2,4,4,4,4,5,5
779,52,2019-03-25,13,1,2,2,2,2,3,3,4,7
780,48,2019-03-25,13,1,1,1,1,1,1,1,1,3
781,42,2019-03-25,13,1,2,2,2,3,3,3,3,4
782,178,2019-03-26,13,1,1,2,2,2,2,2,2,4
783,121,2019-03-26,13,1,1,4,4,4,5,6,6,6
784,67,2019-03-29,13,0,0,1,1,1,1,2,2,2
785,70,2019-03-29,13,0,0,0,0,0,0,1,1,1
786,71,2019-03-29,13,0,0,0,0,0,0,1,1,1
787,72,2019-03-29,13,0,0,0,0,0,0,1,1,1
788,73,2019-03-29,13,0,0,0,0,0,0,1,1,1
789,74,2019-03-29,13,0,0,0,0,0,0,0,0,0
790,75,2019-03-29,13,0,0,0,0,0,0,0,0,0
791,76,2019-03-29,13,0,0,0,0,0,0,0,0,0
792,77,2019-03-29,13,0,0,0,0,0,0,0,0,0
793,78,2019-03-29,13,0,0,0,0,0,0,0,0,0
794,79,2019-03-29,13,0,0,0,0,0,0,0,0,0
795,80,2019-03-29,13,0,0,0,0,0,0,0,0,0
796,81,2019-03-29,13,0,0,0,0,0,0,0,1,1
797,82,2019-03-29,13,0,0,0,0,0,0,0,0,0
798,69,2019-03-29,13,0,0,0,0,0,0,1,1,1
799,83,2019-03-29,13,0,0,0,0,0,0,0,0,1
800,85,2019-03-29,13,0,0,0,0,0,0,0,1,1
801,86,2019-03-29,13,0,0,0,0,0,0,0,1,1
802,87,2019-03-29,13,0,0,0,0,0,0,0,0,1
803,88,2019-03-29,13,0,0,0,0,0,0,0,0,1
804,89,2019-03-29,13,0,0,0,0,0,0,0,0,1
805,90,2019-03-29,13,0,0,0,0,0,0,0,1,1
806,91,2019-03-29,13,0,0,0,0,0,0,0,0,1
807,92,2019-03-29,13,0,0,0,0,0,0,0,0,0
808,93,2019-03-29,13,0,0,0,0,0,0,0,0,0
809,93-1,2019-03-29,13,0,0,0,0,0,0,0,0,0
810,94,2019-03-29,13,0,0,1,1,1,1,2,2,2
811,95,2019-03-29,13,0,0,1,1,2,2,3,3,3
812,95-1,2019-03-29,13,0,0,0,0,1,1,2,2,2
813,84,2019-03-29,13,0,0,0,0,0,0,0,0,1
814,68,2019-03-29,13,0,0,0,0,0,0,0,0,0
815,98,2019-03-29,13,0,0,0,0,0,0,0,1,1
816,66,2019-03-29,13,0,0,0,0,0,0,0,0,0
817,98-2,2019-03-29,13,0,0,0,0,0,0,0,0,0
818,97,2019-03-29,13,0,0,0,0,1,1,1,2,2
819,98-1,2019-03-29,13,0,0,0,0,0,0,0,0,0
820,66-1,2019-03-29,13,0,0,0,0,0,0,1,1,2
821,38,2019-04-01,14,1,1,1,1,1,1,1,1,1
822,186,2019-04-01,14,1,1,1,1,1,1,1,1,1
823,108,2019-04-01,14,1,1,1,1,1,1,1,1,1
824,113,2019-04-01,14,1,2,2,2,2,2,3,3,3
825,16,2019-04-01,14,1,1,1,1,1,1,1,1,1
826,58,2019-04-03,14,1,1,1,1,1,1,1,3,3
827,115,2019-04-03,14,1,2,2,5,5,5,5,5,5
828,32,2019-04-03,14,1,2,2,3,3,3,3,4,4
829,44,2019-04-03,14,1,2,2,2,2,2,2,2,2
830,124,2019-04-08,15,0,0,0,0,0,0,0,0,0
831,123,2019-04-08,15,0,0,0,1,1,1,1,3,3
832,122-1,2019-04-08,15,0,0,1,2,2,2,2,3,3
833,122,2019-04-08,15,0,0,1,2,2,2,2,4,4
834,121,2019-04-08,15,0,0,1,4,4,4,4,6,6
835,120,2019-04-08,15,0,0,1,2,2,2,2,2,2
836,124-1,2019-04-08,15,0,0,0,0,0,0,0,1,1
837,125,2019-04-08,15,0,0,0,0,0,0,0,0,0
838,119,2019-04-08,15,0,0,0,2,3,3,3,3,3
839,127,2019-04-08,15,0,0,0,0,0,0,0,0,0
840,128,2019-04-08,15,0,0,0,0,0,0,0,0,0
841,118,2019-04-08,15,0,1,1,3,4,4,4,5,5
842,117-1,2019-04-08,15,0,0,0,1,1,1,1,2,2
843,117,2019-04-08,15,0,0,0,1,1,1,1,2,2
844,116,2019-04-08,15,0,2,2,3,3,3,3,3,3
845,114,2019-04-08,15,0,1,1,1,1,1,1,3,3
846,112,2019-04-08,15,0,2,2,3,3,3,3,3,3
847,126,2019-04-08,15,0,0,0,0,0,0,0,0,0
848,12,2019-04-08,15,0,0,0,0,2,2,2,2,3
849,124-2,2019-04-08,15,0,0,0,0,0,0,0,0,0
850,129,2019-04-08,15,0,0,0,0,0,0,0,0,0
851,143,2019-04-08,15,0,0,1,2,2,2,2,2,2
852,142,2019-04-08,15,0,0,0,2,2,2,2,2,2
853,141,2019-04-08,15,0,0,0,1,1,1,1,1,1
854,140,2019-04-08,15,0,0,0,1,2,2,3,3,3
855,139-2,2019-04-08,15,0,0,0,0,0,0,0,0,0
856,139-1,2019-04-08,15,0,0,0,0,0,0,0,0,0
857,139,2019-04-08,15,0,0,0,0,0,0,0,0,0
858,138,2019-04-08,15,0,0,0,0,0,0,0,0,0
859,137,2019-04-08,15,0,0,0,0,0,0,0,0,0
860,136,2019-04-08,15,0,0,0,0,0,0,0,0,0
861,135,2019-04-08,15,0,0,0,0,0,0,0,0,0
862,134-2,2019-04-08,15,0,0,0,0,0,0,0,0,0
863,134-1,2019-04-08,15,0,0,0,0,0,0,0,0,0
864,134,2019-04-08,15,0,0,0,0,0,0,0,0,0
865,133,2019-04-08,15,0,0,0,0,0,0,0,0,0
866,132,2019-04-08,15,0,0,0,0,0,0,0,0,0
867,131,2019-04-08,15,0,0,0,0,0,0,0,0,0
868,130,2019-04-08,15,0,0,0,0,0,0,0,0,0
869,13,2019-04-08,15,0,1,1,1,2,2,2,2,3
870,111,2019-04-08,15,0,0,1,2,2,2,2,5,5
871,110-1,2019-04-08,15,0,0,0,0,0,0,0,1,2
872,11,2019-04-08,15,0,0,0,0,0,0,0,0,1
873,02,2019-04-08,15,0,0,1,1,1,3,3,3,3
874,14,2019-04-08,15,1,1,1,1,3,3,3,3,3
875,01,2019-04-08,15,0,0,0,0,0,0,0,0,0
876,02-1,2019-04-08,15,0,0,1,1,1,3,3,3,3
877,03,2019-04-08,15,0,0,0,0,0,0,0,0,0
878,109,2019-04-08,15,0,1,1,2,2,2,2,4,4
879,03-1,2019-04-08,15,0,0,1,1,1,3,3,3,3
880,04,2019-04-08,15,0,0,1,1,2,4,4,4,4
881,06,2019-04-08,15,0,0,0,0,1,1,1,1,1
882,07,2019-04-08,15,0,0,0,0,2,2,2,2,2
883,08,2019-04-08,15,0,1,1,1,4,4,4,4,4
884,05,2019-04-08,15,0,0,1,1,2,4,4,4,4
885,09-1,2019-04-08,15,0,0,0,0,0,0,0,0,0
886,10,2019-04-08,15,0,0,0,0,0,0,0,0,1
887,100,2019-04-08,15,0,0,0,2,2,2,2,2,2
888,101,2019-04-08,15,0,0,0,2,2,3,3,3,4
889,102,2019-04-08,15,0,0,0,1,1,1,1,1,2
